id,customized_loan_no,loan_application_no,branch_id,samity_id,product_id,interest_rate_id,member_id,purpose_id,interest_calculation_method,loan_amount,interest_rate,interest_rate_index,interest_amount,interest_amount_without_roundup,discount_interest_amount,insurance_guarantor_percentage,insurance_amount,total_payable_amount,number_of_installment,installment_amount,repayment_frequency,loan_period_in_month,loan_period_in_day,mode_of_interest,cycle,loan_type,first_repayment_date,is_interest_charged_if_last_repay_date_exceeds,is_authorized,disbursed_by,disburse_date,authorized_by,authorization_date,fully_paid_amount,is_loan_fully_paid,loan_fully_paid_date,current_status,loan_closing_date,loan_closing_info_verified_by,is_migrated,opening_loan_outstanding_amount,extra_installment_amount,original_loan_id,transfer_in_date,transfer_out_date,payment_type,bank_head_id,cheque_no,note,additinal_fee,loan_proposal_form_id,parent_loan_id,loan_form_fee,folio_number,member_age,last_schedule_date,disburse_phase,loan_commencement_date,law_suit,cut_off_date,audit_fee,insert_time,update_time,loan_initiator_id,loan_approver_employee_id,loan_insurance_type,sales_invoice_no,ussd_code
739,APON-030-012-1973-05,1,34,1834,3,3,1042,1,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,5,R,11/4/2020,,1,1,10/21/2020,1,10/21/2020,28150,1,11/17/2021,0,11/17/2021,,1,9025,12.29,739,,,CASH,,,,0,,,5,,28,11/10/2021,,,0,,0,8/1/2021 12:06,11/18/2021 10:05,,0,0,,
740,APON-030-054-1974-05,1,34,1876,3,3,1043,25,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,5,R,8/27/2020,,1,1,8/13/2020,1,8/13/2020,33780,1,8/19/2021,0,8/19/2021,,1,3630,14.75,740,,,CASH,,,,0,,,5,,39,8/12/2021,,,0,,0,8/1/2021 12:06,8/31/2021 15:47,,0,0,,
741,APON-030-055-1975-03,1,34,1877,3,3,1044,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,3,R,8/6/2020,,1,1,7/23/2020,1,7/23/2020,33780,1,7/15/2021,0,7/15/2021,,1,2190,14.75,741,,,CASH,,,,0,,,5,,54,7/15/2021,,,0,,0,8/1/2021 12:06,8/11/2021 18:42,,0,0,,
742,APON-030-049-1980-05,1,34,1871,3,3,1047,7,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,5,R,3/23/2021,,1,1,3/3/2021,1,3/3/2021,55174,1,3/16/2022,0,3/16/2022,,1,36652,24.09,742,,,CASH,,,,0,,,5,,28,3/2/2022,,,0,,0,8/1/2021 12:06,3/16/2022 20:00,,0,0,,
743,APON-030-060-1981-05,1,34,1882,3,3,1048,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,5,R,11/22/2020,,1,1,11/8/2020,1,11/8/2020,33780,1,11/7/2021,0,11/7/2021,,1,11550,14.75,743,,,CASH,,,,0,,,5,,42,11/7/2021,,,0,,0,8/1/2021 12:06,11/13/2021 18:48,,0,0,,
744,APON-030-078-1985-05,1,34,1900,3,3,1049,89,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,5,R,9/9/2020,,1,1,8/26/2020,1,8/26/2020,45040,1,9/8/2021,0,9/8/2021,,1,5800,19.66,744,,,CASH,,,,0,,,5,,28,9/8/2021,,,0,,0,8/1/2021 12:06,9/9/2021 14:33,,0,0,,
745,APON-030-033-1986-05,1,34,1855,3,3,1050,88,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,5,R,5/27/2021,,1,1,5/8/2021,1,5/8/2021,55174,1,3/24/2022,0,3/24/2022,,1,42826,24.09,745,,,CASH,,,,0,,,5,,25,5/26/2022,,,0,,0,8/1/2021 12:06,6/12/2022 19:27,,0,0,,
746,APON-030-007-1988-05,1,34,1829,3,3,1051,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,5,R,9/22/2020,,1,1,9/8/2020,1,9/8/2020,33780,1,8/17/2021,0,8/17/2021,,1,4350,14.75,746,,,CASH,,,,0,,,5,,30,8/24/2021,,,0,,0,8/1/2021 12:06,8/30/2021 16:54,,0,0,,
747,APON-030-026-1989-05,1,34,1848,3,3,1052,86,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,5,R,1/5/2021,,1,1,12/17/2020,1,12/17/2020,78820,1,12/7/2021,0,12/7/2021,,1,34720,34.41,747,,,CASH,,,,0,,,5,,25,12/7/2021,,,0,,0,8/1/2021 12:06,12/8/2021 10:51,,0,0,,
748,APON-030-037-1992-02,1,34,1859,3,3,1053,71,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,2,R,7/22/2017,,1,1,7/8/2017,1,7/8/2017,,0,,1,,,1,21810,14.75,748,,,CASH,,,,0,,,5,,44,6/2/2018,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
749,APON-030-066-1995-03,1,34,1888,3,3,1054,85,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,3,R,10/7/2020,,1,1,9/23/2020,1,9/23/2020,11260,1,10/6/2021,0,10/6/2021,,1,2650,4.92,749,,,CASH,,,,0,,,5,,49,10/6/2021,,,0,,0,8/1/2021 12:06,10/7/2021 12:00,,0,0,,
750,APON-030-006-2001-03,1,34,1828,3,3,1057,89,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,3,R,8/14/2017,,1,1,7/29/2017,1,7/29/2017,,0,,1,,,1,13080,14.75,750,,,CASH,,,,0,,,5,,36,6/25/2018,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
751,APON-030-069-2002-04,1,34,1891,3,3,1058,86,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,4,R,10/18/2016,,1,1,10/4/2016,1,10/4/2016,,0,,1,,,1,10772,9.83,751,,,CASH,,,,0,,,5,,41,8/29/2017,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
752,APON-030-012-2003-04,1,34,1834,3,3,1059,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,4,R,1/20/2021,,1,1,1/6/2021,1,1/6/2021,33780,1,12/1/2021,0,12/1/2021,,1,17400,14.75,752,,,CASH,,,,0,,,5,,48,1/19/2022,,,0,,0,8/1/2021 12:06,12/2/2021 13:06,,0,0,,
753,APON-030-012-2004-04,1,34,1834,3,3,1060,31,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,4,R,6/2/2021,,1,1,5/19/2021,1,5/19/2021,11260,1,5/25/2022,0,5/25/2022,,1,8950,4.92,753,,,CASH,,,,0,,,5,,33,5/18/2022,,,0,,0,8/1/2021 12:06,5/25/2022 20:39,,0,0,,
754,APON-030-012-2005-04,1,34,1834,3,3,1061,7,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,4,R,12/23/2020,,1,1,12/2/2020,1,12/2/2020,22520,1,12/8/2021,0,12/8/2021,,1,9920,9.83,754,,,CASH,,,,0,,,5,,48,12/22/2021,,,0,,0,8/1/2021 12:06,12/9/2021 13:20,,0,0,,
755,APON-030-029-2006-04,1,34,1851,3,3,1062,48,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,4,R,8/12/2020,,1,1,7/29/2020,1,7/29/2020,33780,1,8/18/2021,0,8/18/2021,,1,2190,14.75,755,,,CASH,,,,0,,,5,,41,8/11/2021,,,0,,0,8/1/2021 12:06,8/31/2021 9:55,,0,0,,
756,APON-030-022-2008-05,1,34,1844,3,3,1063,7,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,5,R,1/24/2021,,1,1,1/10/2021,1,1/10/2021,45040,1,2/6/2022,0,2/6/2022,,1,23200,19.66,756,,,CASH,,,,0,,,5,,33,1/16/2022,,,0,,0,8/1/2021 12:06,2/7/2022 10:50,,0,0,,
757,APON-030-012-2009-04,1,34,1834,3,3,1064,86,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,4,R,11/18/2020,,1,1,11/4/2020,1,11/4/2020,55174,1,10/13/2021,0,10/13/2021,,1,20188,24.09,757,,,CASH,,,,0,,,5,,29,11/24/2021,,,0,,0,8/1/2021 12:06,10/21/2021 14:29,,0,0,,
758,APON-030-012-2010-03,1,34,1834,3,3,1065,86,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,3,R,3/10/2021,,1,1,2/24/2021,1,2/24/2021,22520,1,3/16/2022,0,3/16/2022,,1,14540,9.83,758,,,CASH,,,,0,,,5,,42,3/9/2022,,,0,,0,8/1/2021 12:06,3/16/2022 20:00,,0,0,,
759,APON-030-012-2011-04,1,34,1834,3,3,1066,86,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,4,R,2/3/2021,,1,1,1/20/2021,1,1/20/2021,45040,1,2/9/2022,0,2/9/2022,,1,24880,19.66,759,,,CASH,,,,0,,,5,,51,2/2/2022,,,0,,0,8/1/2021 12:06,2/12/2022 19:17,,0,0,,
760,APON-030-011-2012-03,1,34,1833,3,3,1067,7,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,3,R,10/14/2020,,1,1,9/30/2020,1,9/30/2020,11260,1,9/22/2021,0,9/22/2021,,1,2890,4.92,760,,,CASH,,,,0,,,5,,35,10/13/2021,,,0,,0,8/1/2021 12:06,9/23/2021 9:54,,0,0,,
761,APON-030-029-2014-05,1,34,1851,3,3,1068,85,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,5,R,3/18/2020,,1,1,3/4/2020,1,3/4/2020,55174,1,12/22/2021,0,12/22/2021,,1,8281,24.09,761,,,CASH,,,,0,,,5,,48,4/21/2021,,,0,,0,8/1/2021 12:06,12/23/2021 12:29,,0,0,,
762,APON-030-048-2015-02,1,34,1870,3,3,1069,34,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,2,R,9/1/2020,,1,1,8/12/2020,1,8/12/2020,11260,1,8/25/2021,0,8/25/2021,,1,1210,4.92,762,,,CASH,,,,0,,,5,,53,8/4/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
763,APON-030-063-2016-06,1,34,1885,3,3,1070,1,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,6,R,4/12/2021,,1,1,3/15/2021,1,3/15/2021,55174,1,12/27/2021,0,12/27/2021,,1,36652,24.09,763,,,CASH,,,,0,,,5,,37,3/28/2022,,,0,,0,8/1/2021 12:06,12/29/2021 17:10,,0,0,,
764,APON-030-031-2018-04,1,34,1853,3,3,1071,7,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,4,R,5/20/2021,,1,1,4/29/2021,1,4/29/2021,55174,1,3/24/2022,0,3/24/2022,,1,42826,24.09,764,,,CASH,,,,0,,,5,,42,5/19/2022,,,0,,0,8/1/2021 12:06,6/12/2022 19:27,,0,0,,
765,APON-030-004-2019-06,1,34,1826,3,3,1072,57,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,6,R,7/18/2021,,1,1,6/20/2021,1,6/20/2021,,0,,1,,,1,70000,34.41,765,,,CASH,,,,0,,,5,,38,7/3/2022,,,0,,0,8/1/2021 12:06,3/7/2022 19:20,,0,0,,
766,APON-030-033-2022-03,1,34,1855,3,3,1074,86,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,3,R,10/5/2017,,1,1,9/21/2017,1,9/21/2017,,0,,1,,,1,5520,14.75,766,,,CASH,,,,0,,,5,,35,8/16/2018,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
767,APON-030-006-2023-06,1,34,1828,3,3,1075,25,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,6,R,1/4/2021,,1,1,12/21/2020,1,12/21/2020,16890,1,11/15/2021,0,11/15/2021,,1,7440,7.37,767,,,CASH,,,,0,,,5,,38,12/27/2021,,,0,,0,8/1/2021 12:06,11/17/2021 9:24,,0,0,,
768,APON-030-038-2026-04,1,34,1860,3,3,1076,31,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,4,R,3/27/2021,,1,1,3/8/2021,1,3/8/2021,55174,1,3/5/2022,0,3/5/2022,,1,38710,24.09,768,,,CASH,,,,0,,,5,,35,4/2/2022,,,0,,0,8/1/2021 12:06,4/13/2022 14:06,,0,0,,
769,APON-030-058-2027-04,1,34,1880,3,3,1077,1,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,4,R,6/20/2021,,1,1,6/6/2021,1,6/6/2021,56300,1,6/19/2022,0,6/19/2022,,1,47900,24.58,769,,,CASH,,,,0,,,5,,33,6/19/2022,,,0,,0,8/1/2021 12:06,6/19/2022 18:21,,0,0,,
770,APON-030-029-2030-03,1,34,1851,3,3,1079,88,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,3,R,1/2/2019,,1,1,12/19/2018,1,12/19/2018,,0,,1,,,1,18876,19.66,770,,,CASH,,,,0,,,5,,33,11/27/2019,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
771,APON-030-019-2031-03,1,34,1841,3,3,1080,48,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,3,R,12/17/2016,,1,1,11/27/2016,1,11/27/2016,,0,,1,,,1,1556,9.83,771,,,CASH,,,,0,,,5,,44,10/28/2017,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
772,APON-030-075-2036-06,1,34,1897,3,3,1082,41,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,6,R,6/15/2021,,1,1,6/1/2021,1,6/1/2021,55174,1,4/5/2022,0,4/5/2022,,1,45913,24.09,772,,,CASH,,,,0,,,5,,34,5/24/2022,,,0,,0,8/1/2021 12:06,4/5/2022 19:20,,0,0,,
773,APON-030-059-2038-04,1,34,1881,3,3,1083,7,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,4,R,10/11/2020,,1,1,9/21/2020,1,9/21/2020,33780,1,9/19/2021,0,9/19/2021,,1,9390,14.75,773,,,CASH,,,,0,,,5,,28,9/26/2021,,,0,,0,8/1/2021 12:06,9/19/2021 18:24,,0,0,,
774,APON-030-058-2041-05,1,34,1880,3,3,1085,58,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,5,R,10/11/2020,,1,1,9/27/2020,1,9/27/2020,,0,,1,,,1,21660,29.49,774,,,CASH,,,,0,,,5,,35,9/26/2021,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
775,APON-030-047-2042-05,1,34,1869,3,3,1086,58,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,5,R,1/12/2021,,1,1,12/23/2020,1,12/23/2020,78820,1,10/26/2021,0,10/26/2021,,1,34720,34.41,775,,,CASH,,,,0,,,5,,40,12/14/2021,,,0,,0,8/1/2021 12:06,10/26/2021 19:25,,0,0,,
776,APON-030-013-2044-07,1,34,1835,3,3,1087,86,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,7,R,4/21/2021,,1,1,4/7/2021,1,4/7/2021,45040,1,4/13/2022,0,4/13/2022,,1,32440,19.66,776,,,CASH,,,,0,,,5,,30,4/6/2022,,,0,,0,8/1/2021 12:06,4/13/2022 20:46,,0,0,,
777,APON-030-033-2046-05,1,34,1855,3,3,1088,86,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,5,R,1/21/2021,,1,1,1/7/2021,1,1/7/2021,11260,1,11/4/2021,0,11/4/2021,,1,5800,4.92,777,,,CASH,,,,0,,,5,,34,1/6/2022,,,0,,0,8/1/2021 12:06,11/13/2021 11:03,,0,0,,
778,APON-030-008-2047-03,1,34,1830,3,3,1089,25,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,3,R,12/30/2017,,1,1,12/14/2017,1,12/14/2017,,0,,1,,,1,20214,14.75,778,,,CASH,,,,0,,,5,,39,11/10/2018,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
779,APON-030-058-2048-05,1,34,1880,3,3,1090,85,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,5,R,6/27/2021,,1,1,6/13/2021,1,6/13/2021,56300,1,5/22/2022,0,5/22/2022,,1,48950,24.58,779,,,CASH,,,,0,,,5,,25,6/26/2022,,,0,,0,8/1/2021 12:06,5/22/2022 19:17,,0,0,,
780,APON-030-026-2050-02,1,34,1848,3,3,1092,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,2,R,8/10/2021,,1,1,6/29/2021,1,6/29/2021,11260,1,6/7/2022,0,6/7/2022,,1,10000,4.92,780,,,CASH,,,,0,,,5,,37,6/28/2022,,,0,,0,8/1/2021 12:06,6/7/2022 19:48,,0,0,,
781,APON-030-008-2051-03,1,34,1830,3,3,1093,25,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,3,R,1/6/2018,,1,1,12/23/2017,1,12/23/2017,,0,,1,,,1,19416,14.75,781,,,CASH,,,,0,,,5,,51,11/17/2018,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
782,APON-030-016-2052-04,1,34,1838,3,3,1094,25,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,4,R,9/24/2020,,1,1,9/10/2020,1,9/10/2020,33780,1,9/30/2021,0,9/30/2021,,1,6510,14.75,782,,,CASH,,,,0,,,5,,44,9/9/2021,,,0,,0,8/1/2021 12:06,10/2/2021 13:39,,0,0,,
783,APON-030-013-2054-01,1,34,1835,3,3,1095,86,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,1,R,8/12/2020,,1,1,7/29/2020,1,7/29/2020,11260,1,8/11/2021,0,8/11/2021,,1,880,4.92,783,,,CASH,,,,0,,,5,,39,8/11/2021,,,0,,0,8/1/2021 12:06,8/28/2021 15:56,,0,0,,
784,APON-030-051-2056-05,1,34,1873,3,3,1096,7,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,5,R,6/29/2021,,1,1,6/9/2021,1,6/9/2021,56300,1,5/11/2022,0,5/11/2022,,1,47900,24.58,784,,,CASH,,,,0,,,5,,27,6/15/2022,,,0,,0,8/1/2021 12:06,5/11/2022 20:02,,0,0,,
785,APON-030-014-2058-06,1,34,1836,3,3,1098,1,D,48000,24,0,6048,0,0,,480,54048,46,1200,W,12,30,H,6,R,10/1/2020,,1,1,9/13/2020,1,9/13/2020,54048,1,9/23/2021,0,9/23/2021,,1,10416,23.59,785,,,CASH,,,,0,,,5,,30,9/16/2021,,,0,,0,8/1/2021 12:06,9/25/2021 13:23,,0,0,,
786,APON-030-036-2059-05,1,34,1858,3,3,1099,86,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,5,R,10/25/2020,,1,1,10/11/2020,1,10/11/2020,55174,1,10/31/2021,0,10/31/2021,,1,25333,24.09,786,,,CASH,,,,0,,,5,,40,10/10/2021,,,0,,0,8/1/2021 12:06,11/1/2021 18:22,,0,0,,
787,APON-030-035-2061-05,1,34,1857,3,3,1101,25,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,5,R,2/8/2021,,1,1,1/25/2021,1,1/25/2021,67560,1,1/10/2022,0,1/10/2022,,1,37320,29.49,787,,,CASH,,,,0,,,5,,39,1/31/2022,,,0,,0,8/1/2021 12:06,1/10/2022 20:24,,0,0,,
788,APON-030-045-2062-02,1,34,1867,3,3,1102,1,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,2,R,1/18/2021,,1,1,12/29/2020,1,12/29/2020,45040,1,12/20/2021,0,12/20/2021,,1,20680,19.66,788,,,CASH,,,,0,,,5,,28,1/10/2022,,,0,,0,8/1/2021 12:06,12/21/2021 13:32,,0,0,,
789,APON-030-014-2063-05,1,34,1836,3,3,1103,86,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,5,R,12/10/2020,,1,1,11/21/2020,1,11/21/2020,45040,1,10/14/2021,0,10/14/2021,,1,18160,19.66,789,,,CASH,,,,0,,,5,,32,11/25/2021,,,0,,0,8/1/2021 12:06,10/16/2021 16:48,,0,0,,
790,APON-030-035-2064-05,1,34,1857,3,3,1104,25,D,45000,24,0,5670,0,0,,450,50670,46,1125,W,12,30,H,5,R,3/15/2021,,1,1,3/1/2021,1,3/1/2021,,0,,1,,,1,35550,22.12,790,,,CASH,,,,0,,,5,,48,3/14/2022,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
791,APON-030-006-2065-05,1,34,1828,3,3,1105,88,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,5,R,2/22/2021,,1,1,2/8/2021,1,2/8/2021,67560,1,2/28/2022,0,2/28/2022,,1,41100,29.49,791,,,CASH,,,,0,,,5,,29,2/14/2022,,,0,,0,8/1/2021 12:06,2/28/2022 20:53,,0,0,,
792,APON-030-027-2067-03,1,34,1849,3,3,1107,82,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,3,R,12/22/2020,,1,1,12/8/2020,1,12/8/2020,22520,1,12/7/2021,0,12/7/2021,,1,9080,9.83,792,,,CASH,,,,0,,,5,,32,11/23/2021,,,0,,0,8/1/2021 12:06,12/8/2021 10:51,,0,0,,
793,APON-030-009-2073-06,1,34,1831,3,3,1108,1,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,6,R,6/15/2021,,1,1,6/1/2021,1,6/1/2021,56300,1,3/15/2022,0,3/15/2022,,1,46850,24.58,793,,,CASH,,,,0,,,5,,49,5/24/2022,,,0,,0,8/1/2021 12:06,3/15/2022 20:25,,0,0,,
794,APON-030-043-2074-04,1,34,1865,3,3,1109,86,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,4,R,8/17/2020,,1,1,8/3/2020,1,8/3/2020,67560,1,10/11/2021,0,10/11/2021,,1,1500,29.49,794,,,CASH,,,,0,,,5,,26,8/9/2021,,,0,,0,8/1/2021 12:06,10/12/2021 10:40,,0,0,,
795,APON-030-066-2075-05,1,34,1888,3,3,1110,88,D,69000,24,0,8694,0,0,,690,77694,46,1725,W,12,30,H,5,R,4/21/2021,,1,1,3/31/2021,1,3/31/2021,77694,1,4/20/2022,0,4/20/2022,,1,55959,33.92,795,,,CASH,,,,0,,,5,,31,4/6/2022,,,0,,0,8/1/2021 12:06,4/20/2022 19:25,,0,0,,
796,APON-030-018-2076-05,1,34,1840,3,3,1111,86,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,5,R,6/24/2021,,1,1,6/10/2021,1,6/10/2021,55174,1,3/24/2022,0,3/24/2022,,1,47971,24.09,796,,,CASH,,,,0,,,5,,31,6/23/2022,,,0,,0,8/1/2021 12:06,6/12/2022 19:27,,0,0,,
797,APON-030-018-2077-02,1,34,1840,3,3,1112,85,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,2,R,6/8/2017,,1,1,5/25/2017,1,5/25/2017,,0,,1,,,1,2004,9.83,797,,,CASH,,,,0,,,5,,34,4/19/2018,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
798,APON-030-005-2078-02,1,34,1827,3,3,1113,25,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,2,R,7/10/2017,,1,1,6/21/2017,1,6/21/2017,,0,,1,,,1,12860,9.83,798,,,CASH,,,,0,,,5,,30,5/21/2018,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
799,APON-030-030-2081-04,1,34,1852,3,3,1114,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,4,R,11/18/2020,,1,1,11/4/2020,1,11/4/2020,33780,1,12/8/2021,0,12/8/2021,,1,12270,14.75,799,,,CASH,,,,0,,,5,,45,11/24/2021,,,0,,0,8/1/2021 12:06,12/9/2021 13:20,,0,0,,
800,APON-030-070-2082-01,1,34,1892,3,3,1115,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,1,R,10/29/2020,,1,1,10/10/2020,1,10/10/2020,11260,1,10/14/2021,0,10/14/2021,,1,3130,4.92,800,,,CASH,,,,0,,,5,,53,10/14/2021,,,0,,0,8/1/2021 12:06,10/16/2021 16:48,,0,0,,
801,APON-030-005-2084-04,1,34,1827,3,3,1117,25,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,4,R,8/31/2020,,1,1,8/17/2020,1,8/17/2020,45040,1,8/9/2021,0,8/9/2021,,1,5800,19.66,801,,,CASH,,,,0,,,5,,52,8/23/2021,,,0,,0,8/1/2021 12:06,8/26/2021 11:39,,0,0,,
802,APON-030-004-2086-05,1,34,1826,3,3,1119,58,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,5,R,6/6/2021,,1,1,5/23/2021,1,5/23/2021,78820,1,3/27/2022,0,3/27/2022,,1,64120,34.41,802,,,CASH,,,,0,,,5,,34,6/5/2022,,,0,,0,8/1/2021 12:06,3/27/2022 20:55,,0,0,,
803,APON-030-032-2087-04,1,34,1854,3,3,1120,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,4,R,4/22/2021,,1,1,4/8/2021,1,4/8/2021,33780,1,4/21/2022,0,4/21/2022,,1,24960,14.75,803,,,CASH,,,,0,,,5,,54,4/21/2022,,,0,,0,8/1/2021 12:06,4/21/2022 18:31,,0,0,,
804,APON-030-041-2088-04,1,34,1863,3,3,1121,85,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,4,R,4/25/2021,,1,1,4/11/2021,1,4/11/2021,11260,1,4/3/2022,0,4/3/2022,,1,7900,4.92,804,,,CASH,,,,0,,,5,,23,4/3/2022,,,0,,0,8/1/2021 12:06,4/3/2022 18:51,,0,0,,
805,APON-030-022-2090-04,1,34,1844,3,3,1122,25,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,4,R,10/4/2020,,1,1,9/14/2020,1,9/14/2020,22520,1,5/22/2022,0,5/22/2022,,1,20000,9.83,805,,,CASH,,,,0,,,5,,32,9/19/2021,,,0,,0,8/1/2021 12:06,5/22/2022 19:17,,0,0,,
806,APON-030-060-2091-02,1,34,1882,3,3,1123,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,2,R,8/19/2018,,1,1,8/5/2018,1,8/5/2018,22520,1,10/15/2023,0,10/15/2023,,1,5464,9.83,806,,,CASH,,,,0,,,5,,23,7/28/2019,,,0,,0,8/1/2021 12:06,10/15/2023 17:25,,0,0,,
807,APON-030-005-2092-03,1,34,1827,3,3,1124,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,3,R,8/19/2019,,1,1,8/5/2019,1,8/5/2019,,0,,1,,,1,3380,9.83,807,,,CASH,,,,0,,,5,,39,9/14/2020,,,0,,0,8/1/2021 12:06,8/11/2021 20:28,,0,0,,
808,APON-030-044-2093-04,1,34,1866,3,3,1125,85,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,4,R,3/1/2021,,1,1,2/15/2021,1,2/15/2021,28150,1,1/31/2022,0,1/31/2022,,1,16600,12.29,808,,,CASH,,,,0,,,5,,38,2/28/2022,,,0,,0,8/1/2021 12:06,2/1/2022 13:26,,0,0,,
809,APON-030-074-2094-04,1,34,1896,3,3,1126,1,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,4,R,4/10/2021,,1,1,3/20/2021,1,3/20/2021,45040,1,4/2/2022,0,4/2/2022,,1,32440,19.66,809,,,CASH,,,,0,,,5,,46,4/9/2022,,,0,,0,8/1/2021 12:06,4/13/2022 16:58,,0,0,,
